processed
1340.0 -1342.0 0.0 0.0 0.0 0.19900 0.24100    1574.0 -1342.0 0.0 0.0 0.0 0.19900 0.24100    1340.0 -1120.0 0.0 0.0 0.0 0.19900 0.24100    1574.0 -1120.0 0.0 0.0 0.0 0.19900 0.24100  1
1328.0 -1156.0 0.0 0.0 0.0 0.19900 0.24100    1560.0 -1156.0 0.0 0.0 0.0 0.19900 0.24100    1328.0 -408.0 0.0 0.0 0.0 0.19900 0.24100    1560.0 -408.0 0.0 0.0 0.0 0.19900 0.24100  1
1228.0 -476.0 0.0 0.0 0.0 0.19900 0.24100    1460.0 -476.0 0.0 0.0 0.0 0.19900 0.24100    1228.0 -248.0 0.0 0.0 0.0 0.19900 0.24100    1460.0 -248.0 0.0 0.0 0.0 0.19900 0.24100  1
360.0 -424.0 0.0 0.0 0.0 0.19900 0.24100    1618.0 -424.0 0.0 0.0 0.0 0.19900 0.24100    360.0 -336.0 0.0 0.0 0.0 0.19900 0.24100    1618.0 -336.0 0.0 0.0 0.0 0.19900 0.24100  1
190.0 -328.0 0.0 0.0 0.0 0.19900 0.24100    1232.0 -328.0 0.0 0.0 0.0 0.19900 0.24100    190.0 -232.0 0.0 0.0 0.0 0.19900 0.24100    1232.0 -232.0 0.0 0.0 0.0 0.19900 0.24100  1
104.0 -424.0 0.0 0.0 0.0 0.19900 0.24100    362.0 -424.0 0.0 0.0 0.0 0.19900 0.24100    104.0 -332.0 0.0 0.0 0.0 0.19900 0.24100    362.0 -332.0 0.0 0.0 0.0 0.19900 0.24100  1
88.0 -326.0 0.0 0.0 0.0 0.19900 0.24100    184.0 -326.0 0.0 0.0 0.0 0.19900 0.24100    88.0 -236.0 0.0 0.0 0.0 0.19900 0.24100    184.0 -236.0 0.0 0.0 0.0 0.19900 0.24100  1
-1550.0 -1696.0 0.0 0.0 0.0 0.19900 0.24100    -922.0 -1696.0 0.0 0.0 0.0 0.19900 0.24100    -1550.0 -122.0 0.0 0.0 0.0 0.19900 0.24100    -922.0 -122.0 0.0 0.0 0.0 0.19900 0.24100  1
-816.0 -632.0 0.0 0.0 0.0 0.19900 0.24100    -606.0 -632.0 0.0 0.0 0.0 0.19900 0.24100    -816.0 -200.0 0.0 0.0 0.0 0.19900 0.24100    -606.0 -200.0 0.0 0.0 0.0 0.19900 0.24100  1
-608.0 -570.0 0.0 0.0 0.0 0.19900 0.24100    -472.0 -570.0 0.0 0.0 0.0 0.19900 0.24100    -608.0 -164.0 0.0 0.0 0.0 0.19900 0.24100    -472.0 -164.0 0.0 0.0 0.0 0.19900 0.24100  1
-512.0 -502.0 0.0 0.0 0.0 0.19900 0.24100    -390.0 -502.0 0.0 0.0 0.0 0.19900 0.24100    -512.0 -90.0 0.0 0.0 0.0 0.19900 0.24100    -390.0 -90.0 0.0 0.0 0.0 0.19900 0.24100  1
-390.0 -442.0 0.0 0.0 0.0 0.19900 0.24100    -286.0 -442.0 0.0 0.0 0.0 0.19900 0.24100    -390.0 8.0 0.0 0.0 0.0 0.19900 0.24100    -286.0 8.0 0.0 0.0 0.0 0.19900 0.24100  1
-288.0 -376.0 0.0 0.0 0.0 0.19900 0.24100    -206.0 -376.0 0.0 0.0 0.0 0.19900 0.24100    -288.0 6.0 0.0 0.0 0.0 0.19900 0.24100    -206.0 6.0 0.0 0.0 0.0 0.19900 0.24100  1
-222.0 -382.0 0.0 0.0 0.0 0.19900 0.24100    -94.0 -382.0 0.0 0.0 0.0 0.19900 0.24100    -222.0 24.0 0.0 0.0 0.0 0.19900 0.24100    -94.0 24.0 0.0 0.0 0.0 0.19900 0.24100  1
-104.0 -312.0 0.0 0.0 0.0 0.19900 0.24100    38.0 -312.0 0.0 0.0 0.0 0.19900 0.24100    -104.0 6.0 0.0 0.0 0.0 0.19900 0.24100    38.0 6.0 0.0 0.0 0.0 0.19900 0.24100  1
30.0 -302.0 0.0 0.0 0.0 0.19900 0.24100    112.0 -302.0 0.0 0.0 0.0 0.19900 0.24100    30.0 -32.0 0.0 0.0 0.0 0.19900 0.24100    112.0 -32.0 0.0 0.0 0.0 0.19900 0.24100  1
106.0 -272.0 0.0 0.0 0.0 0.19900 0.24100    194.0 -272.0 0.0 0.0 0.0 0.19900 0.24100    106.0 0.0 0.0 0.0 0.0 0.19900 0.24100    194.0 0.0 0.0 0.0 0.0 0.19900 0.24100  1
182.0 -260.0 0.0 0.0 0.0 0.19900 0.24100    270.0 -260.0 0.0 0.0 0.0 0.19900 0.24100    182.0 0.0 0.0 0.0 0.0 0.19900 0.24100    270.0 0.0 0.0 0.0 0.0 0.19900 0.24100  1
276.0 -274.0 0.0 0.0 0.0 0.19900 0.24100    354.0 -274.0 0.0 0.0 0.0 0.19900 0.24100    276.0 46.0 0.0 0.0 0.0 0.19900 0.24100    354.0 46.0 0.0 0.0 0.0 0.19900 0.24100  1
344.0 -268.0 0.0 0.0 0.0 0.19900 0.24100    440.0 -268.0 0.0 0.0 0.0 0.19900 0.24100    344.0 56.0 0.0 0.0 0.0 0.19900 0.24100    440.0 56.0 0.0 0.0 0.0 0.19900 0.24100  1
260.0 -22.0 0.0 0.0 0.0 0.19900 0.24100    294.0 -22.0 0.0 0.0 0.0 0.19900 0.24100    260.0 30.0 0.0 0.0 0.0 0.19900 0.24100    294.0 30.0 0.0 0.0 0.0 0.19900 0.24100  1
414.0 -278.0 0.0 0.0 0.0 0.19900 0.24100    576.0 -278.0 0.0 0.0 0.0 0.19900 0.24100    414.0 8.0 0.0 0.0 0.0 0.19900 0.24100    576.0 8.0 0.0 0.0 0.0 0.19900 0.24100  1
540.0 -312.0 0.0 0.0 0.0 0.19900 0.24100    726.0 -312.0 0.0 0.0 0.0 0.19900 0.24100    540.0 -112.0 0.0 0.0 0.0 0.19900 0.24100    726.0 -112.0 0.0 0.0 0.0 0.19900 0.24100  1
92.0 -350.0 0.0 0.0 0.0 0.19900 0.24100    1240.0 -350.0 0.0 0.0 0.0 0.19900 0.24100    92.0 -284.0 0.0 0.0 0.0 0.19900 0.24100    1240.0 -284.0 0.0 0.0 0.0 0.19900 0.24100  1
1068.0 -292.0 0.0 0.0 0.0 0.19900 0.24100    1286.0 -292.0 0.0 0.0 0.0 0.19900 0.24100    1068.0 -10.0 0.0 0.0 0.0 0.19900 0.24100    1286.0 -10.0 0.0 0.0 0.0 0.19900 0.24100  1
1096.0 -34.0 0.0 0.0 0.0 0.19900 0.24100    1186.0 -34.0 0.0 0.0 0.0 0.19900 0.24100    1096.0 198.0 0.0 0.0 0.0 0.19900 0.24100    1186.0 198.0 0.0 0.0 0.0 0.19900 0.24100  1
1118.0 180.0 0.0 0.0 0.0 0.19900 0.24100    1248.0 180.0 0.0 0.0 0.0 0.19900 0.24100    1118.0 338.0 0.0 0.0 0.0 0.19900 0.24100    1248.0 338.0 0.0 0.0 0.0 0.19900 0.24100  1
1170.0 306.0 0.0 0.0 0.0 0.19900 0.24100    1304.0 306.0 0.0 0.0 0.0 0.19900 0.24100    1170.0 442.0 0.0 0.0 0.0 0.19900 0.24100    1304.0 442.0 0.0 0.0 0.0 0.19900 0.24100  1
1218.0 444.0 0.0 0.0 0.0 0.19900 0.24100    1356.0 444.0 0.0 0.0 0.0 0.19900 0.24100    1218.0 566.0 0.0 0.0 0.0 0.19900 0.24100    1356.0 566.0 0.0 0.0 0.0 0.19900 0.24100  1
1352.0 488.0 0.0 0.0 0.0 0.19900 0.24100    1498.0 488.0 0.0 0.0 0.0 0.19900 0.24100    1352.0 572.0 0.0 0.0 0.0 0.19900 0.24100    1498.0 572.0 0.0 0.0 0.0 0.19900 0.24100  1
1432.0 834.0 0.0 0.0 0.0 0.19900 0.24100    1578.0 834.0 0.0 0.0 0.0 0.19900 0.24100    1432.0 1918.0 0.0 0.0 0.0 0.19900 0.24100    1578.0 1918.0 0.0 0.0 0.0 0.19900 0.24100  1
1330.0 1136.0 0.0 0.0 0.0 0.19900 0.24100    1444.0 1136.0 0.0 0.0 0.0 0.19900 0.24100    1330.0 1330.0 0.0 0.0 0.0 0.19900 0.24100    1444.0 1330.0 0.0 0.0 0.0 0.19900 0.24100  1
1256.0 1262.0 0.0 0.0 0.0 0.19900 0.24100    1366.0 1262.0 0.0 0.0 0.0 0.19900 0.24100    1256.0 1576.0 0.0 0.0 0.0 0.19900 0.24100    1366.0 1576.0 0.0 0.0 0.0 0.19900 0.24100  1
1278.0 1318.0 0.0 0.0 0.0 0.19900 0.24100    1458.0 1318.0 0.0 0.0 0.0 0.19900 0.24100    1278.0 1860.0 0.0 0.0 0.0 0.19900 0.24100    1458.0 1860.0 0.0 0.0 0.0 0.19900 0.24100  1
1386.0 1818.0 0.0 0.0 0.0 0.19900 0.24100    1518.0 1818.0 0.0 0.0 0.0 0.19900 0.24100    1386.0 2170.0 0.0 0.0 0.0 0.19900 0.24100    1518.0 2170.0 0.0 0.0 0.0 0.19900 0.24100  1
634.0 2056.0 0.0 0.0 0.0 0.19900 0.24100    1480.0 2056.0 0.0 0.0 0.0 0.19900 0.24100    634.0 2214.0 0.0 0.0 0.0 0.19900 0.24100    1480.0 2214.0 0.0 0.0 0.0 0.19900 0.24100  1
634.0 1848.0 0.0 0.0 0.0 0.19900 0.24100    1150.0 1848.0 0.0 0.0 0.0 0.19900 0.24100    634.0 2058.0 0.0 0.0 0.0 0.19900 0.24100    1150.0 2058.0 0.0 0.0 0.0 0.19900 0.24100  1
130.0 1800.0 0.0 0.0 0.0 0.19900 0.24100    674.0 1800.0 0.0 0.0 0.0 0.19900 0.24100    130.0 1992.0 0.0 0.0 0.0 0.19900 0.24100    674.0 1992.0 0.0 0.0 0.0 0.19900 0.24100  1
-196.0 1868.0 0.0 0.0 0.0 0.19900 0.24100    206.0 1868.0 0.0 0.0 0.0 0.19900 0.24100    -196.0 2048.0 0.0 0.0 0.0 0.19900 0.24100    206.0 2048.0 0.0 0.0 0.0 0.19900 0.24100  1
-718.0 1868.0 0.0 0.0 0.0 0.19900 0.24100    -140.0 1868.0 0.0 0.0 0.0 0.19900 0.24100    -718.0 1986.0 0.0 0.0 0.0 0.19900 0.24100    -140.0 1986.0 0.0 0.0 0.0 0.19900 0.24100  1
-898.0 1796.0 0.0 0.0 0.0 0.19900 0.24100    -676.0 1796.0 0.0 0.0 0.0 0.19900 0.24100    -898.0 1898.0 0.0 0.0 0.0 0.19900 0.24100    -676.0 1898.0 0.0 0.0 0.0 0.19900 0.24100  1
-886.0 1856.0 0.0 0.0 0.0 0.19900 0.24100    -568.0 1856.0 0.0 0.0 0.0 0.19900 0.24100    -886.0 2118.0 0.0 0.0 0.0 0.19900 0.24100    -568.0 2118.0 0.0 0.0 0.0 0.19900 0.24100  1
-650.0 1964.0 0.0 0.0 0.0 0.19900 0.24100    732.0 1964.0 0.0 0.0 0.0 0.19900 0.24100    -650.0 2246.0 0.0 0.0 0.0 0.19900 0.24100    732.0 2246.0 0.0 0.0 0.0 0.19900 0.24100  1
-1766.0 1840.0 0.0 0.0 0.0 0.19900 0.24100    -716.0 1840.0 0.0 0.0 0.0 0.19900 0.24100    -1766.0 2174.0 0.0 0.0 0.0 0.19900 0.24100    -716.0 2174.0 0.0 0.0 0.0 0.19900 0.24100  1
-2000.0 1568.0 0.0 0.0 0.0 0.19900 0.24100    -1408.0 1568.0 0.0 0.0 0.0 0.19900 0.24100    -2000.0 1942.0 0.0 0.0 0.0 0.19900 0.24100    -1408.0 1942.0 0.0 0.0 0.0 0.19900 0.24100  1
-3370.0 -2976.0 0.0 0.0 0.0 0.19900 0.24100    -1738.0 -2976.0 0.0 0.0 0.0 0.19900 0.24100    -3370.0 3174.0 0.0 0.0 0.0 0.19900 0.24100    -1738.0 3174.0 0.0 0.0 0.0 0.19900 0.24100  1
-1836.0 2164.0 0.0 0.0 0.0 0.19900 0.24100    3134.0 2164.0 0.0 0.0 0.0 0.19900 0.24100    -1836.0 3114.0 0.0 0.0 0.0 0.19900 0.24100    3134.0 3114.0 0.0 0.0 0.0 0.19900 0.24100  1
1550.0 -3148.0 0.0 0.0 0.0 0.19900 0.24100    3268.0 -3148.0 0.0 0.0 0.0 0.19900 0.24100    1550.0 2114.0 0.0 0.0 0.0 0.19900 0.24100    3268.0 2114.0 0.0 0.0 0.0 0.19900 0.24100  1
1172.0 -362.0 0.0 0.0 0.0 0.19900 0.24100    1594.0 -362.0 0.0 0.0 0.0 0.19900 0.24100    1172.0 190.0 0.0 0.0 0.0 0.19900 0.24100    1594.0 190.0 0.0 0.0 0.0 0.19900 0.24100  1
1252.0 86.0 0.0 0.0 0.0 0.19900 0.24100    1666.0 86.0 0.0 0.0 0.0 0.19900 0.24100    1252.0 546.0 0.0 0.0 0.0 0.19900 0.24100    1666.0 546.0 0.0 0.0 0.0 0.19900 0.24100  1
1238.0 -3002.0 0.0 0.0 0.0 0.19900 0.24100    1588.0 -3002.0 0.0 0.0 0.0 0.19900 0.24100    1238.0 -1308.0 0.0 0.0 0.0 0.19900 0.24100    1588.0 -1308.0 0.0 0.0 0.0 0.19900 0.24100  1
-718.0 -2994.0 0.0 0.0 0.0 0.19900 0.24100    1262.0 -2994.0 0.0 0.0 0.0 0.19900 0.24100    -718.0 -2186.0 0.0 0.0 0.0 0.19900 0.24100    1262.0 -2186.0 0.0 0.0 0.0 0.19900 0.24100  1
302.0 -2210.0 0.0 0.0 0.0 0.19900 0.24100    1294.0 -2210.0 0.0 0.0 0.0 0.19900 0.24100    302.0 -1718.0 0.0 0.0 0.0 0.19900 0.24100    1294.0 -1718.0 0.0 0.0 0.0 0.19900 0.24100  1
-756.0 -2202.0 0.0 0.0 0.0 0.19900 0.24100    44.0 -2202.0 0.0 0.0 0.0 0.19900 0.24100    -756.0 -1822.0 0.0 0.0 0.0 0.19900 0.24100    44.0 -1822.0 0.0 0.0 0.0 0.19900 0.24100  1
-1810.0 -2998.0 0.0 0.0 0.0 0.19900 0.24100    -700.0 -2998.0 0.0 0.0 0.0 0.19900 0.24100    -1810.0 -1304.0 0.0 0.0 0.0 0.19900 0.24100    -700.0 -1304.0 0.0 0.0 0.0 0.19900 0.24100  1
-978.0 1410.0 3.0 0.0 0.0 0.20000 0.24000    -584.0 1410.0 3.0 0.0 0.0 0.20000 0.24000    -978.0 1634.0 3.0 0.0 0.0 0.20000 0.24000    -584.0 1634.0 3.0 0.0 0.0 0.20000 0.24000  1
-722.0 2106.0 0.0 0.0 0.0 0.19900 0.24100    -626.0 2106.0 0.0 0.0 0.0 0.19900 0.24100    -722.0 2170.0 0.0 0.0 0.0 0.19900 0.24100    -626.0 2170.0 0.0 0.0 0.0 0.19900 0.24100  1
1462.0 1898.0 0.0 0.0 0.0 0.19900 0.24100    1598.0 1898.0 0.0 0.0 0.0 0.19900 0.24100    1462.0 2194.0 0.0 0.0 0.0 0.19900 0.24100    1598.0 2194.0 0.0 0.0 0.0 0.19900 0.24100  1
1560.0 2086.0 0.0 0.0 0.0 0.19900 0.24100    3246.0 2086.0 0.0 0.0 0.0 0.19900 0.24100    1560.0 2172.0 0.0 0.0 0.0 0.19900 0.24100    3246.0 2172.0 0.0 0.0 0.0 0.19900 0.24100  1
264.0 -242.0 0.0 0.0 0.0 0.19900 0.24100    288.0 -242.0 0.0 0.0 0.0 0.19900 0.24100    264.0 4.0 0.0 0.0 0.0 0.19900 0.24100    288.0 4.0 0.0 0.0 0.0 0.19900 0.24100  1
180.0 -290.0 0.0 0.0 0.0 0.19900 0.24100    196.0 -290.0 0.0 0.0 0.0 0.19900 0.24100    180.0 -254.0 0.0 0.0 0.0 0.19900 0.24100    196.0 -254.0 0.0 0.0 0.0 0.19900 0.24100  1
-956.0 -874.0 0.0 0.0 0.0 0.19900 0.24100    -794.0 -874.0 0.0 0.0 0.0 0.19900 0.24100    -956.0 -184.0 0.0 0.0 0.0 0.19900 0.24100    -794.0 -184.0 0.0 0.0 0.0 0.19900 0.24100  1
-814.0 -876.0 0.0 0.0 0.0 0.22000 0.24000    -610.0 -876.0 0.0 0.0 0.0 0.22000 0.24000    -814.0 -620.0 0.0 0.0 0.0 0.22000 0.24000    -610.0 -620.0 0.0 0.0 0.0 0.22000 0.24000  1
-320.0 -1830.0 0.0 0.0 0.0 0.19900 0.24100    -12.0 -1830.0 0.0 0.0 0.0 0.19900 0.24100    -320.0 -1680.0 0.0 0.0 0.0 0.19900 0.24100    -12.0 -1680.0 0.0 0.0 0.0 0.19900 0.24100  1
128.0 -1726.0 0.0 0.0 0.0 0.19900 0.24100    854.0 -1726.0 0.0 0.0 0.0 0.19900 0.24100    128.0 -1510.0 0.0 0.0 0.0 0.19900 0.24100    854.0 -1510.0 0.0 0.0 0.0 0.19900 0.24100  1
940.0 -1520.0 0.0 0.0 0.0 0.19900 0.24100    976.0 -1520.0 0.0 0.0 0.0 0.19900 0.24100    940.0 -1476.0 0.0 0.0 0.0 0.19900 0.24100    976.0 -1476.0 0.0 0.0 0.0 0.19900 0.24100  1
1308.0 -1264.0 0.0 0.0 0.0 0.19900 0.24100    1368.0 -1264.0 0.0 0.0 0.0 0.19900 0.24100    1308.0 -1202.0 0.0 0.0 0.0 0.19900 0.24100    1368.0 -1202.0 0.0 0.0 0.0 0.19900 0.24100  1
706.0 -238.0 0.0 0.0 0.0 0.19900 0.24100    784.0 -238.0 0.0 0.0 0.0 0.19900 0.24100    706.0 -180.0 0.0 0.0 0.0 0.19900 0.24100    784.0 -180.0 0.0 0.0 0.0 0.19900 0.24100  1
102.0 -430.0 0.0 0.0 0.0 0.19900 0.24100    532.0 -430.0 0.0 0.0 0.0 0.19900 0.24100    102.0 -416.0 0.0 0.0 0.0 0.19900 0.24100    532.0 -416.0 0.0 0.0 0.0 0.19900 0.24100  1
68.0 -864.0 0.0 0.0 0.0 0.19900 0.24100    104.0 -864.0 0.0 0.0 0.0 0.19900 0.24100    68.0 -594.0 0.0 0.0 0.0 0.19900 0.24100    104.0 -594.0 0.0 0.0 0.0 0.19900 0.24100  1
1242.0 186.0 0.0 0.0 0.0 0.19900 0.24100    1260.0 186.0 0.0 0.0 0.0 0.19900 0.24100    1242.0 340.0 0.0 0.0 0.0 0.19900 0.24100    1260.0 340.0 0.0 0.0 0.0 0.19900 0.24100  1
1156.0 328.0 0.0 0.0 0.0 0.19900 0.24100    1182.0 328.0 0.0 0.0 0.0 0.19900 0.24100    1156.0 364.0 0.0 0.0 0.0 0.19900 0.24100    1182.0 364.0 0.0 0.0 0.0 0.19900 0.24100  1
1204.0 438.0 0.0 0.0 0.0 0.19900 0.24100    1256.0 438.0 0.0 0.0 0.0 0.19900 0.24100    1204.0 454.0 0.0 0.0 0.0 0.19900 0.24100    1256.0 454.0 0.0 0.0 0.0 0.19900 0.24100  1
1382.0 542.0 0.0 0.0 0.0 0.19900 0.24100    1564.0 542.0 0.0 0.0 0.0 0.19900 0.24100    1382.0 900.0 0.0 0.0 0.0 0.19900 0.24100    1564.0 900.0 0.0 0.0 0.0 0.19900 0.24100  1
-114.0 1742.0 0.0 0.0 0.0 0.19900 0.24100    220.0 1742.0 0.0 0.0 0.0 0.19900 0.24100    -114.0 1884.0 0.0 0.0 0.0 0.19900 0.24100    220.0 1884.0 0.0 0.0 0.0 0.19900 0.24100  1
1034.0 -90.0 0.0 0.0 0.0 0.19900 0.24100    1090.0 -90.0 0.0 0.0 0.0 0.19900 0.24100    1034.0 -16.0 0.0 0.0 0.0 0.19900 0.24100    1090.0 -16.0 0.0 0.0 0.0 0.19900 0.24100  1
1046.0 -162.0 1.0 0.0 0.0 0.19900 0.24100    1110.0 -162.0 1.0 0.0 0.0 0.19900 0.24100    1046.0 -88.0 1.0 0.0 0.0 0.19900 0.24100    1110.0 -88.0 1.0 0.0 0.0 0.19900 0.24100  1
1372.0 870.0 1.0 0.0 0.0 0.19900 0.24100    1458.0 870.0 1.0 0.0 0.0 0.19900 0.24100    1372.0 1152.0 1.0 0.0 0.0 0.19900 0.24100    1458.0 1152.0 1.0 0.0 0.0 0.19900 0.24100  1
1132.0 2018.0 1.0 0.0 0.0 0.19900 0.24100    1258.0 2018.0 1.0 0.0 0.0 0.19900 0.24100    1132.0 2072.0 1.0 0.0 0.0 0.19900 0.24100    1258.0 2072.0 1.0 0.0 0.0 0.19900 0.24100  1
-1428.0 1740.0 0.10000 0.0 0.0 0.19900 0.24100    -1080.0 1740.0 0.10000 0.0 0.0 0.19900 0.24100    -1428.0 1956.0 0.10000 0.0 0.0 0.19900 0.24100    -1080.0 1956.0 0.10000 0.0 0.0 0.19900 0.24100  1
-1204.0 1868.0 0.10000 0.0 0.0 0.19900 0.24100    -942.0 1868.0 0.10000 0.0 0.0 0.19900 0.24100    -1204.0 2014.0 0.10000 0.0 0.0 0.19900 0.24100    -942.0 2014.0 0.10000 0.0 0.0 0.19900 0.24100  1
96.0 -496.0 0.10000 0.0 0.0 0.19900 0.24100    404.0 -496.0 0.10000 0.0 0.0 0.19900 0.24100    96.0 -420.0 0.10000 0.0 0.0 0.19900 0.24100    404.0 -420.0 0.10000 0.0 0.0 0.19900 0.24100  1
446.0 -470.0 0.10000 0.0 0.0 0.19900 0.24100    530.0 -470.0 0.10000 0.0 0.0 0.19900 0.24100    446.0 -414.0 0.10000 0.0 0.0 0.19900 0.24100    530.0 -414.0 0.10000 0.0 0.0 0.19900 0.24100  1
